,rating,reviewText,categories,gPlusPlaceId,unixReviewTime,reviewTime,language,name,address,closed,gps,translated,top_category,relevant_cat,cat_cluster,sentiment,charged_words,price_words,Class_$$,Class_$$$
2106,3.0,"decent but forgettable grub - nothing's bad, but nothing stands out either. The staff are always accomodating towards large groups and the pricing is just right (this is Shaftesbury Avenue!).",['Indian Restaurant'],116531623720407804088,2012-03-26 17:22:15,2012-03-26,en,Mela Indian Restaurant,"['152-156 Shaftesbury Ave', 'London WC2H', 'United Kingdom']",False,"[51.513823, -0.128207]","decent but forgettable grub - nothing's bad, but nothing stands out either. The staff are always accomodating towards large groups and the pricing is just right (this is Shaftesbury Avenue!).",Indian Restaurant,True,,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.722}","['bad,']",['pricing'],0,1
2108,5.0,,"['Cafe', 'Bakery']",116718504319578490088,2012-09-25 23:07:16,2012-09-25,en,E5 Bakehouse,"['Arch 395, Mentmore Terrrace', 'London E8 3PH', 'United Kingdom']",False,"[51.541224, -0.057519]",,Cafe,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2109,4.0,"it's gotten boring now, 10 years in London and I know their entire menu - hardly anything has changed. Value-for-money and decent grub - don't expect anything else.","['Japanese Restaurant', 'Asian Restaurant']",116776532218948506757,2012-03-09 00:00:00,2012-03-08,en,Wagamama,"['10A Lexington St', 'London W1F 0LD', 'United Kingdom']",False,"[51.512422, -0.135539]","it's gotten boring now, 10 years in London and I know their entire menu - hardly anything has changed. Value-for-money and decent grub - don't expect anything else.",Japanese Restaurant,True,,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.3182}",['boring'],"['value', 'money']",0,1
2111,2.0,,"['Vegetarian Restaurant', 'Vegan Restaurant']",116873145193138784322,2012-05-14 17:50:25,2012-05-14,en,Food For Thought,"['31 Neal St', 'London WC2H 9PR', 'United Kingdom']",False,"[51.514085, -0.125439]",,Vegetarian Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2115,5.0,,"['French Restaurant', 'British Restaurant', 'European Restaurant']",117012311193179330585,2011-01-27 00:00:00,2011-01-26,en,Rhodes W1 Restaurant,"['The Cumberland Hotel, Great Cumberland Pl', 'London W1H 7DL', 'United Kingdom']",True,"[51.514067, -0.15915]",,French Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2118,2.0,this is what a curry-house should NOT be. top that with lethargic service. PS: still laughing at review/ joke from mr San Fransisco below.,['Indian Restaurant'],117244062086895614654,2012-03-26 18:53:25,2012-03-26,en,Punjab,"['80 Neal St', 'London WC2H 9PA', 'United Kingdom']",False,"[51.515094, -0.126594]",this is what a curry-house should NOT be. top that with lethargic service. PS: still laughing at review/ joke from mr San Fransisco below.,Indian Restaurant,True,,"{'neg': 0.13, 'neu': 0.685, 'pos': 0.185, 'compound': 0.3834}","['top', 'lethargic', 'laughing', 'joke']",[],0,1
2120,5.0,"3 words: Awesome, Awesome, Awesome.",['Steak House'],117503565795054824834,2012-03-09 00:00:00,2012-03-08,en,Goodman,"['11 Old Jewry', 'London EC2R 8DU', 'United Kingdom']",False,"[51.514384, -0.090687]","3 words: Awesome, Awesome, Awesome.",Steak House,True,,"{'neg': 0.0, 'neu': 0.14, 'pos': 0.86, 'compound': 0.9231}","['Awesome,', 'Awesome,', 'Awesome.']",[],1,0
2121,5.0,"Lovely atmosphere & prompt service. The wine-list isn't overwhelming, and the markup is just right, given this is Chiswick. Our starters were sized just right and the steak was perfect (better than some ""proper"" steakhouses in the City).","['European Restaurant', 'Bar', 'Brasserie']",117569737473575082738,2012-08-28 21:19:56,2012-08-28,en,Sam's Brasserie & Bar,"['11 Barley Mow Passage', 'London W4 4PH', 'United Kingdom']",False,"[51.491869, -0.261775]","Lovely atmosphere & prompt service. The wine-list isn't overwhelming, and the markup is just right, given this is Chiswick. Our starters were sized just right and the steak was perfect (better than some ""proper"" steakhouses in the City).",European Restaurant,True,,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.886}","['Lovely', 'perfect', '(better']",[],0,1
2130,5.0,"not your typical curry house - be warned. This is Kerala food at its best. Don't miss the Pickles And Chutneys platter. The Thalassery Chicken and Meen (Fish) curries are my favourites - Appams (rice and coconut milk pancakes) make fantastic accompaniments to these. Order Thoran as a side and finish with the Pal Payasam for dessert.  PS: Sadly some other reviewers here went looking for typical ""curry"".","['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",118124551500771621260,2012-10-08 22:31:01,2012-10-08,en,Rasa W1,"['6 Dering St', 'London W1S 1AD', 'United Kingdom']",False,"[51.514283, -0.146021]","not your typical curry house - be warned. This is Kerala food at its best. Don't miss the Pickles And Chutneys platter. The Thalassery Chicken and Meen (Fish) curries are my favourites - Appams (rice and coconut milk pancakes) make fantastic accompaniments to these. Order Thoran as a side and finish with the Pal Payasam for dessert.  PS: Sadly some other reviewers here went looking for typical ""curry"".",Indian Restaurant,True,,"{'neg': 0.064, 'neu': 0.817, 'pos': 0.12, 'compound': 0.6535}","['warned.', 'best.', 'miss', 'fantastic', 'Sadly']",[],0,1
2133,5.0,"This is one of 4 Giraffe's I frequent - mostly with my partner, sometimes alone - so I've never really understood why people brand it ""family friendly"". The 4 or 5 types of burgers they do are pretty good, so are the ""All-Day"" choices (Brunch, Pancakes, Club Sandwich) and the smoothies are pretty delicious too. Note: Shame they're now part of Tesco - expecting quality and service to fall in line with the parent company soon.","['Restaurant', 'Eclectic Restaurant', 'Juice Shop']",118282838862573376831,2013-06-02 22:30:05,2013-06-02,en,Giraffe,"['1 Crispin Pl', 'London E1 6DW', 'United Kingdom']",False,"[51.519411, -0.076332]","This is one of 4 Giraffe's I frequent - mostly with my partner, sometimes alone - so I've never really understood why people brand it ""family friendly"". The 4 or 5 types of burgers they do are pretty good, so are the ""All-Day"" choices (Brunch, Pancakes, Club Sandwich) and the smoothies are pretty delicious too. Note: Shame they're now part of Tesco - expecting quality and service to fall in line with the parent company soon.",Restaurant,True,,"{'neg': 0.056, 'neu': 0.764, 'pos': 0.179, 'compound': 0.9022}","['alone', 'friendly"".', 'pretty', 'good,', 'pretty', 'delicious', 'Shame']",[],0,1
2154,4.0,,['Mexican Restaurant'],107565815343535384947,2013-02-10 04:35:26,2013-02-09,en,Los Bravos,"['1360 Powers Ferry Rd SE B140', 'Marietta, GA 30067']",False,"[33.918259, -84.468326]",,Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2155,4.0,,['Mexican Restaurant'],109092750669602505051,2013-02-10 04:34:11,2013-02-09,en,Los Bravos Mexican Restaurant,"['4480 South Cobb Dr SE', 'Smyrna, GA 30080']",False,"[33.844049, -84.503503]",,Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2156,4.0,,"['Italian Restaurant', 'European Restaurant']",113918824594695022580,2013-02-10 04:37:50,2013-02-09,en,Olive Garden,"['2467 Cobb Pkwy SE', 'Smyrna, GA 30080']",False,"[33.892057, -84.476451]",,Italian Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2188,5.0,"They're amazing. I eat there weekly, and am about to go get lunch there! The people, if you bother to be nice to them, they are super nice. I always enjoy saying hi to everyone there, and there really is good quality food!","['Asian Restaurant', 'Chinese Restaurant']",104912548418763737470,2014-03-20 15:56:42,2014-03-20,en,Lin's Wok,"['1044 Sagamore Pkwy W', 'West Lafayette, IN 47906']",False,"[40.454385, -86.918346]","They're amazing. I eat there weekly, and am about to go get lunch there! The people, if you bother to be nice to them, they are super nice. I always enjoy saying hi to everyone there, and there really is good quality food!",Asian Restaurant,True,,"{'neg': 0.041, 'neu': 0.614, 'pos': 0.345, 'compound': 0.9575}","['amazing.', 'bother', 'nice', 'super', 'nice.', 'enjoy', 'good']",[],1,0
2218,5.0,"This is my favorite Thai restaurant in Tempe. Great service, prices, and the Pad Thai is amazing.","['Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",105316293718838702315,2013-09-17 04:08:22,2013-09-16,en,Thai Basil,"['403 W University Dr #101', 'Tempe, AZ 85781']",False,"[33.421738, -111.944749]","This is my favorite Thai restaurant in Tempe. Great service, prices, and the Pad Thai is amazing.",Restaurant,True,,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8979}","['favorite', 'Great', 'amazing.']",['price'],1,0
2219,5.0,"Great food, cheap prices, old-time diner feel.",['American Restaurant'],105589668159024738610,2013-07-28 21:07:31,2013-07-28,en,Jim's Coney Island Cafe,"['1750 N Scottsdale Rd', 'Tempe, AZ 85281']",False,"[33.448675, -111.926815]","Great food, cheap prices, old-time diner feel.",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",['Great'],"['price', 'fee', 'cheap']",1,0
2224,4.0,"Very good burgers, only downside is that fries do no come with the burgers. The place has a very trendy/ hipster vibe. Really cool plush seating is a bonus.","['Hamburger Restaurant', 'American Restaurant', 'Fast Food Restaurant']",100254219887109012864,2013-03-30 23:34:53,2013-03-30,en,DMK Burger Bar,"['2954 N Sheffield Ave', 'Chicago, IL 60657']",False,"[41.936061, -87.654146]","Very good burgers, only downside is that fries do no come with the burgers. The place has a very trendy/ hipster vibe. Really cool plush seating is a bonus.",Hamburger Restaurant,True,,"{'neg': 0.112, 'neu': 0.64, 'pos': 0.248, 'compound': 0.7258}","['good', 'downside', 'no', 'cool', 'bonus.']",[],1,0
2227,4.0,This place is great for a good ipa. They have roughly 50 beers on tap. I highly recommend the truffle fries. I would also highly recommend the brisket with the fried egg.,"['Gastropub', 'Pub']",112623507596809345035,2013-03-30 23:20:32,2013-03-30,en,Wild Monk,"['88 S La Grange Rd', 'La Grange, IL 60525']",False,"[41.812559, -87.869849]",This place is great for a good ipa. They have roughly 50 beers on tap. I highly recommend the truffle fries. I would also highly recommend the brisket with the fried egg.,Gastropub,True,,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.9116}","['great', 'good', 'recommend', 'recommend']",[],1,0
2228,5.0,"If you are into craft beers and excellent food this is the place to be! I highly recommend the deep fried bacon, it is beyond amazing. They also have great kobe beef burgers. They have a challenge that if you eat their 2 pound burger and fries, you get a free tshirt.",['Bar & Grill'],113790655272898806364,2013-03-30 23:23:36,2013-03-30,en,Tap House Grill,"['6010 S Cass Ave', 'Westmont, IL 60559']",False,"[41.77836, -87.975153]","If you are into craft beers and excellent food this is the place to be! I highly recommend the deep fried bacon, it is beyond amazing. They also have great kobe beef burgers. They have a challenge that if you eat their 2 pound burger and fries, you get a free tshirt.",Bar & Grill,True,,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.96}","['excellent', 'recommend', 'amazing.', 'great', 'challenge', 'free']",[],1,0
2229,4.0,"If you want to really impress a first date or are looking for a good anniversary dinner this restaurant is perfect. The ambience is quite impressive, the remodeling has really improved this hotel restaurant.","['American Restaurant', 'Bar']",114422347914337763667,2013-03-30 23:26:32,2013-03-30,en,Pump Room,"['1301 N State Pkwy', 'Chicago, IL 60610']",False,"[41.905994, -87.628446]","If you want to really impress a first date or are looking for a good anniversary dinner this restaurant is perfect. The ambience is quite impressive, the remodeling has really improved this hotel restaurant.",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.608, 'pos': 0.392, 'compound': 0.9522}","['want', 'impress', 'good', 'perfect.', 'impressive,', 'improved']",[],1,0
2230,3.0,"I went there with some friends before the beer fest at union station. Our waitress was very accomodating to our rushed situation, she had our food and drinks out lightning quick and the bill right after. For a quick bite and a beer it was great.","['American Restaurant', 'Continental Restaurant', 'Bar']",114745163460555595538,2013-03-31 01:18:46,2013-03-30,en,Dylans Tavern & Grill,"['118 S Clinton St', 'Chicago, IL 60661']",False,"[41.879909, -87.641274]","I went there with some friends before the beer fest at union station. Our waitress was very accomodating to our rushed situation, she had our food and drinks out lightning quick and the bill right after. For a quick bite and a beer it was great.",American Restaurant,True,,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.802}","['friends', 'great.']",[],1,0
2233,3.0,"The burgers are humongous, the fries are plentiful and the service is quick.","['Fast Food Restaurant', 'Hamburger Restaurant']",118406103299580131370,2013-03-31 01:15:42,2013-03-30,en,Five Guys Burgers and Fries,"['15837 S La Grange Rd', 'Orland Park, IL 60462']",False,"[41.603704, -87.852615]","The burgers are humongous, the fries are plentiful and the service is quick.",Fast Food Restaurant,True,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2243,5.0,"We Especially Enjoy Your Wild Game Dishes, Ie. Venison, Duck Confit. Keep Them Coming. Also, Continue To Offer Your Great Seafood Entrees. Just Had Norwegian Red Fish, Crab Cakes, And Venison Steak This Past Weekend. All Great.","['Bar & Grill', 'American Restaurant']",101089131703833221462,2014-03-21 20:50:57,2014-03-21,en,Bill's Olde Tavern,"['2694 Nottingham Way', 'Hamilton Township, NJ 08619']",False,"[40.236597, -74.688438]","We Especially Enjoy Your Wild Game Dishes, Ie. Venison, Duck Confit. Keep Them Coming. Also, Continue To Offer Your Great Seafood Entrees. Just Had Norwegian Red Fish, Crab Cakes, And Venison Steak This Past Weekend. All Great.",Bar & Grill,True,,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.9134}","['Enjoy', 'Great', 'Great.']",[],1,0
2264,3.0,"The people may not be the nicest, but I am from Texas and eating at Popeyes is like a small piece of home for me.  This location is 45 minutes from where I live, but we make it a practice to go there once a month or so.  I love Popeyes Chicken!","['Chicken Restaurant', 'Fast Food Restaurant']",117821408927285598929,2013-04-20 16:43:51,2013-04-20,en,Popeyes,"['120 Cascade Mall Dr', 'Burlington, WA 98233']",False,"[48.463908, -122.336459]","The people may not be the nicest, but I am from Texas and eating at Popeyes is like a small piece of home for me.  This location is 45 minutes from where I live, but we make it a practice to go there once a month or so.  I love Popeyes Chicken!",Chicken Restaurant,True,,"{'neg': 0.03, 'neu': 0.815, 'pos': 0.155, 'compound': 0.86}","['nicest,', 'like', 'love']",[],0,1
2267,5.0,This place is BEYOND awesome... had the best time tonight and we will be going back and ask in for Matt  ok serve us again,['Seafood Restaurant'],102749036593496763344,2013-12-15 01:57:04,2013-12-14,en,Red Lobster,"['4415 W Wendover Ave', 'Greensboro, NC 27407']",False,"[36.055054, -79.897372]",This place is BEYOND awesome... had the best time tonight and we will be going back and ask in for Matt  ok serve us again,Seafood Restaurant,True,,"{'neg': 0.0, 'neu': 0.677, 'pos': 0.323, 'compound': 0.8885}","['awesome...', 'best', 'ok']",[],1,0
2280,2.0,"Pedi para llevar un platillo por telefono, cuando llego me dan la cuenta y veo que viene un ""extra"" y pregunto de que es, me dice un señor muy serio que elos siempre cargan ese ""extra en los platoa para llevar por el container donde ponen el platilo, los utensilios desechables, servilletas, etc.. y yo pongo mi carita de :? pago y antes se salir me dice, no se preocupe no le cargue el ""extra"" esta vez, cuando me dispongo a comer me doy cuenta que ni me cargo el ""extra"" ni mw puso utensilios o servilleta o sal, etc... ah! por el plato pague casi 16 dlls, estaba rico, si, pero conozco mejores restaurantes  con mejor calidad de servicio y a un precio razonable! No vuelvo a comer ahi, definitivamente!","['Mexican Restaurant', 'Latin American Restaurant']",110325530137828014006,2013-11-19 22:36:46,2013-11-19,es,Otilia's Mexican Restaurant,"['7710 Long Point Rd', 'Houston, TX 77055']",False,"[29.802909, -95.481623]","I asked to take a dish over the phone, when I arrive they give me the bill and I see that an ""extra"" is coming and I ask what it is, a very serious man tells me that they always load that ""extra in the dishes to take to the container where They put the saucer, the disposable utensils, napkins, etc. and I put on my face: ""I pay and before leaving he tells me, don't worry, don't charge him the ""extra"" this time, when I get ready to eat I realize They didn't charge me the ""extra"" nor did they put utensils or napkins or salt, etc... ah, I paid almost 16 dollars for the dish, it was delicious, yes, but I know better restaurants with better quality of service and at a reasonable price! I will definitely not eat there again!",Mexican Restaurant,True,,"{'neg': 0.016, 'neu': 0.859, 'pos': 0.125, 'compound': 0.9516}","['serious', 'pay', 'worry,', 'ready', 'delicious,', 'yes,', 'better', 'better', 'definitely']","['price', 'charge']",1,0
2284,3.0,,['Pizza Restaurant'],108006524170005097969,2013-07-19 15:13:25,2013-07-19,en,Dominos,"['Shop No.85-87, Ground Floor, Mall Road', 'Outram Lines, Mukherjee Nagar', 'New Delhi, DL 110009, India']",False,"[28.698659, 77.205921]",,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2285,3.0,,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",111576454167647804816,2013-05-01 14:56:34,2013-05-01,en,Dominos Pizza,"['Chachi Bldg, BH Hanuman Temple', 'SHOP NO. K ? 74/A, CHACHI BUILDING', 'PLOT NO. K ? 74, Lal Quarters Rd, Krishna Nagar, New Delhi, DL 110031, India']",False,"[28.661162, 77.278791]",,Pizza Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2299,1.0,Over rated. Nothing really great about the food. You will not miss anything if you don't go. Your money is better spent elsewhere,['Mexican Restaurant'],106946454276117525029,2011-07-30 01:49:17,2011-07-29,en,Milagro,"['5 Mercer St', 'Toronto, ON M5V 1H2', 'Canada']",False,"[43.645848, -79.389668]",Over rated. Nothing really great about the food. You will not miss anything if you don't go. Your money is better spent elsewhere,Mexican Restaurant,True,,"{'neg': 0.126, 'neu': 0.718, 'pos': 0.156, 'compound': -0.043}","['great', 'miss', 'better']",['money'],1,0
2307,4.0,Employees are expected to run around to get the job done fast so some times they are overwhelmed and make minor mistakes on orders. Looks like more people on the floor would help minimize mistakes and speed up service. Also many employees speak little English so orders have to be translated creating more room for error. Looks like low level workers are trying but those on top are totally disconnected.,"['Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",107103738252965814953,2012-01-21 02:33:48,2012-01-20,en,Burger King,"['7625 NE Hwy 99', 'Vancouver, WA 98665']",False,"[45.677155, -122.662055]",Employees are expected to run around to get the job done fast so some times they are overwhelmed and make minor mistakes on orders. Looks like more people on the floor would help minimize mistakes and speed up service. Also many employees speak little English so orders have to be translated creating more room for error. Looks like low level workers are trying but those on top are totally disconnected.,Restaurant,True,,"{'neg': 0.091, 'neu': 0.776, 'pos': 0.133, 'compound': 0.3}","['overwhelmed', 'mistakes', 'like', 'help', 'mistakes', 'creating', 'error.', 'like', 'low', 'top']",[],0,1
2314,3.0,,['Fast Food Restaurant'],112361240447394689700,2012-08-09 07:32:57,2012-08-09,en,Makdonalds,"['ул. Большая Семеновская, 26', 'Москва, Russia', '107023']",False,"[55.782054, 37.706487]",,Fast Food Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2315,5.0,I love Kevin & Shelby ! They are the best (:,"['Hamburger Restaurant', 'Fast Food Restaurant']",100345267753186549664,2012-07-17 01:50:53,2012-07-16,en,Jack In the Box,"['4605 Texas 146', 'Bacliff, TX 77518']",False,"[29.49885, -94.994409]",I love Kevin & Shelby ! They are the best (:,Hamburger Restaurant,True,,"{'neg': 0.0, 'neu': 0.402, 'pos': 0.598, 'compound': 0.9168}","['love', 'best', '(:']",[],0,1
2321,5.0,Love the always strong AC,['Cafe'],110337360023373946267,2014-01-26 21:09:06,2014-01-26,en,Starbucks Coffee,"['Loja 118', 'Avenida Doutor Chucri Zaidan, 902 - Vila Gertrudes', 'São Paulo - SP, 04583-110, Brazil']",False,"[-23.621685, -46.699464]",Love the always strong AC,Cafe,True,,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.8176}","['Love', 'strong']",[],1,0
2322,5.0,,['Cafe'],111592848157879397802,2013-12-01 22:11:22,2013-12-01,en,Starbucks Center 3,"['Avenida Paulista, 2064,Piso Augusta Lojas A-1, A-2, A-49 - Bela Vista', 'São Paulo - SP', '01448-900, Brazil']",False,"[-23.557083, -46.646398]",,Cafe,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2323,5.0,Heaven also :-),['Cafe'],113144684331988291535,2013-11-26 13:19:09,2013-11-26,en,Starbucks,"['Avenida Higienópolis, 618 - Consolação', 'São Paulo - SP', '01238-000, Brazil']",False,"[-23.543002, -46.657619]",Heaven also :-),Cafe,True,,"{'neg': 0.0, 'neu': 0.152, 'pos': 0.848, 'compound': 0.6808}","['Heaven', ':-)']",[],1,0
2342,5.0,"An elite restaurant worthy of inclusion on the ""best of lists"" of NYC not just Staten Island.  As an elite restaurant,  it is priced as such, but worth the cost.","['Spanish Restaurant', 'European Restaurant']",102350061438161678111,2014-02-20 07:11:45,2014-02-19,en,Beso,"['11 Schuyler St', 'Staten Island, NY 10301']",False,"[40.643456, -74.076566]","An elite restaurant worthy of inclusion on the ""best of lists"" of NYC not just Staten Island.  As an elite restaurant,  it is priced as such, but worth the cost.",Spanish Restaurant,True,,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7096}","['worthy', '""best', 'worth']","['price', 'worth', 'cost']",1,0
2378,5.0,Great restaurant. Excellent food.,['Restaurant'],116502987963827509770,2013-03-22 03:31:37,2013-03-21,en,Mcd Jembatan Merah Plaza,"['Jl. Taman Jayengrono No 2-4, Jembatan Merah Plaza Ground Floor', 'East Java 60175', 'Indonesia']",False,"[-7.23618, 112.737746]",Great restaurant. Excellent food.,Restaurant,True,,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.8316}","['Great', 'Excellent']",[],0,1
2429,4.0,"Papa Johns pizzeria, located in a very safe neighborhood and it's great quality pizza!",['Takeout Restaurant'],117664516132737871339,2012-09-23 17:46:12,2012-09-23,en,Papa John's Pizza,"['1732 2nd Ave', 'New York, NY 10128']",False,"[40.780444, -73.949657]","Papa Johns pizzeria, located in a very safe neighborhood and it's great quality pizza!",Takeout Restaurant,True,,"{'neg': 0.0, 'neu': 0.613, 'pos': 0.387, 'compound': 0.8217}","['safe', 'great']",[],1,0
2436,5.0,"BEST FOOD, BEST DRINKS, BEST PEOPLE! The owners are sweet and put their customers first! Won't eat Chinese Food anywhere else!","['Restaurant', 'Chinese Restaurant']",112033080342436634089,2011-10-27 12:18:57,2011-10-27,en,Yang Ming,"['341 S Broadway', 'Salem, NH 03079']",False,"[42.754104, -71.207395]","BEST FOOD, BEST DRINKS, BEST PEOPLE! The owners are sweet and put their customers first! Won't eat Chinese Food anywhere else!",Restaurant,True,,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.9669}","['BEST', 'BEST', 'BEST', 'sweet']",[],1,0
2437,5.0,Awesome bike stop! Food is amazing! I love these types of places. Crave it constantly. Not too many places around like this!,['Barbecue Restaurant'],112602999597241746059,2011-10-27 15:12:13,2011-10-27,en,Goody Cole's Smokehouse,"['374 New Hampshire 125', 'Brentwood, NH 03833']",False,"[43.00544, -71.077328]",Awesome bike stop! Food is amazing! I love these types of places. Crave it constantly. Not too many places around like this!,Barbecue Restaurant,True,,"{'neg': 0.063, 'neu': 0.49, 'pos': 0.446, 'compound': 0.9357}","['Awesome', 'stop!', 'amazing!', 'love', 'like']",[],1,0
2438,5.0,Definitely one of my favorite places. I love the atmosphere and how different it is from anywhere else in that area. It's always packed but always worth the wait,"['Restaurant', 'European Restaurant', 'Irish Pub']",115928985064588561294,2011-10-27 12:20:18,2011-10-27,en,Holy Grail,"['64 Main St', 'Epping, NH 03042']",False,"[43.034375, -71.074592]",Definitely one of my favorite places. I love the atmosphere and how different it is from anywhere else in that area. It's always packed but always worth the wait,Restaurant,True,,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.7783}","['Definitely', 'favorite', 'love', 'worth']",['worth'],1,0
2446,5.0,"Brought kids over there from Port Discovery. At first, it didn't seem like the right place. But our waitress, Leah, was really great. Brought the kids little souvenir donkeys. Kid's meals were great and only 3.99 a piece. We had a great experience.","['Tex-Mex Restaurant', 'Bar', 'Mexican Restaurant']",111004397702375148739,2013-01-29 13:13:39,2013-01-29,en,Mex Tequila Bar,"['26 Market Pl', 'Baltimore, MD 21202']",False,"[39.288773, -76.607101]","Brought kids over there from Port Discovery. At first, it didn't seem like the right place. But our waitress, Leah, was really great. Brought the kids little souvenir donkeys. Kid's meals were great and only 3.99 a piece. We had a great experience.",Tex-Mex Restaurant,True,,"{'neg': 0.027, 'neu': 0.673, 'pos': 0.3, 'compound': 0.963}","['like', 'great.', 'great', 'great']",[],1,0
2449,5.0,,"['Bar & Grill', 'Brewery']",106645329702038413440,2012-07-18 04:15:35,2012-07-17,en,Sprecher's Restaurant & Pub,"['111 Center St', 'Lake Geneva, WI 53147']",False,"[42.589722, -88.432865]",,Bar & Grill,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2456,5.0,Why are there not more of these around DFW?! WAY better than Starbucks and cheaper!  They have a lot more selection than Starbucks for food and coffee.  Just their drive-up menu had about 30 different latte' choices it's crazy!  I should just open my own up around north Addison/Plano I'd make a killing! lol,"['Cafe', 'Tea House']",116697893715583315081,2012-09-07 13:27:46,2012-09-07,en,Saxby's Coffee,"['13605 Midway Rd', 'Dallas, TX 75244']",False,"[32.934091, -96.839724]",Why are there not more of these around DFW?! WAY better than Starbucks and cheaper!  They have a lot more selection than Starbucks for food and coffee.  Just their drive-up menu had about 30 different latte' choices it's crazy!  I should just open my own up around north Addison/Plano I'd make a killing! lol,Cafe,True,,"{'neg': 0.125, 'neu': 0.785, 'pos': 0.09, 'compound': -0.5053}","['better', 'crazy!', 'killing!', 'lol']","['cheaper', 'fee', 'cheap']",0,1
2458,4.0,,['Fast Food Restaurant'],105197805249169176323,2013-03-19 20:01:02,2013-03-19,en,McDonald's Österreich,"['Villacher Straße 51A', '9800 Spittal/Drau', 'Austria']",False,"[46.792192, 13.509153]",,Fast Food Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],0,1
2468,5.0,,"['Mexican Restaurant', 'Bar']",114673988097652912217,2013-09-06 00:35:01,2013-09-05,en,Brewery Bar III,"['9228 Park Meadows Dr', 'Lone Tree, CO 80124']",False,"[39.55435, -104.882998]",,Mexican Restaurant,True,,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[],1,0
2471,5.0,Best ever!,"['Restaurant or Cafe', 'Bakery', 'Dessert Shop']",110532329042905099662,2013-08-03 12:52:25,2013-08-03,en,Long's Bakery,"['1453 N Tremont St', 'Indianapolis, IN 46222']",False,"[39.787707, -86.200787]",Best ever!,Restaurant or Cafe,True,,"{'neg': 0.0, 'neu': 0.182, 'pos': 0.818, 'compound': 0.6696}",['Best'],[],0,1
2475,5.0,"Can be a bit expensive, but a very good place to bring a date. Very fresh seafood and oysters, great wine selection, and usually a small wait, but definitely worth it. Request to sit at the raw bar!","['Seafood Restaurant', 'Bar']",102832117273541852893,2012-09-17 15:32:11,2012-09-17,en,Neptune Oyster,"['63 Salem St', 'Boston, MA 02113']",False,"[42.363254, -71.056036]","Can be a bit expensive, but a very good place to bring a date. Very fresh seafood and oysters, great wine selection, and usually a small wait, but definitely worth it. Request to sit at the raw bar!",Seafood Restaurant,True,,"{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.9662}","['good', 'fresh', 'great', 'definitely', 'worth']","['expensive', 'worth']",1,0
