,name,address,closed,gPlusPlaceId,gps,Class_,Class_$,Class_$$,Class_$$$,location_cluster,rating,categories,unixReviewTime,reviewTime,top_category,relevant_cat,translated,cat_cluster,sentiment,charged_words,price_words
424,PATISSERIE VALERIE,"['37', 'Brushfield St', 'London E1 6AA, United Kingdom']",False,103022661245415004357,"[51.519105, -0.077754]",0,0,1,0,0.0,5.0,"['Bakery', 'Cake Shop', 'Coffee Shop']",2012-09-18 14:10:41,2012-09-18,Bakery,True,"The worth day a have in my life ...OMG managers don't do their job , food was discuss severs was bad I wont go back to that place...",1.0,"{'neg': 0.111, 'neu': 0.828, 'pos': 0.061, 'compound': -0.3818}","['worth', 'bad']",['worth']
425,Union Rooms,"['19 Union St', 'Plymouth, Devon PL1 2SU', 'United Kingdom']",False,108652877157321990460,"[50.369734, -4.148016]",0,0,0,1,0.0,4.0,['Gastropub'],2013-05-15 11:59:13,2013-05-15,Gastropub,True,"Great food, excellent service. Some items on the menu are well priced others are a bit expensive considering similar restaurants. Still, I must dining experience.",2.0,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.872}","['Great', 'excellent', 'well']",['expensive']
426,New Orleans Food & Spirits,"['2330 Lapalco Blvd', 'Harvey, LA 70058']",False,107806131492449783258,"[29.873274, -90.057331]",0,0,1,0,0.0,5.0,"['Cajun Restaurant', 'Southern Restaurant (US)', 'Seafood Restaurant']",2012-12-02 07:11:00,2012-12-01,Cajun Restaurant,True,,,,,[]
427,Meat & Wine Co.,"['L1, 31 Wheat Road', 'Sydney NSW 2000', 'Australia']",False,111988192947411711759,"[-33.873676, 151.20164]",0,0,1,0,0.0,5.0,['Steak House'],2013-06-30 02:06:02,2013-06-29,Steak House,True,,,,,[]
428,Finnagel's Restaurant,"['1531 New Jersey 31', 'Clinton, NJ 08809']",False,112868442645687566391,"[40.641348, -74.897518]",0,0,1,0,0.0,4.0,"['American Restaurant', 'European Restaurant', 'Irish Pub']",2013-01-23 14:00:46,2013-01-23,American Restaurant,True,,,,,[]
429,Sea Pearl Restaurant & Lounge,"['Ste. 2', '8191 Strawberry Ln', 'Falls Church, VA 22042']",False,110389378906438723806,"[38.871874, -77.227892]",0,0,1,0,0.0,5.0,"['Seafood Restaurant', 'Asian Restaurant']",2013-07-08 20:20:30,2013-07-08,Seafood Restaurant,True,,,,,[]
430,Sitaaray,"['New London Theatre building', '167 Drury Ln', 'Greater London WC2B 5PG, United Kingdom']",True,116045601007458254828,"[51.515216, -0.122733]",0,0,0,1,0.0,3.0,"['Indian Restaurant', 'Asian Restaurant', 'South Asian Restaurant']",2012-03-14 15:04:20,2012-03-14,Indian Restaurant,True,,,,,[]
431,Ellensburg Pasta Co,"['600 N Main St', 'Ellensburg, WA 98926']",False,116447733502798545617,"[46.997749, -120.548583]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Banquet Hall', 'Italian Restaurant']",2011-10-19 01:13:25,2011-10-18,American Restaurant,True,,,,,[]
432,Sol Azteca,"['914 Beacon St', 'Boston, MA 02215']",False,107865034738263819904,"[42.34656, -71.106214]",0,0,1,0,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant', 'Spanish Restaurant']",2004-11-05 00:00:00,2004-11-04,Mexican Restaurant,True,,,,,[]
433,HuHot Mongolian Grill,"['12710 Interstate Highway 10', 'San Antonio, TX 78230']",False,107873062924579488212,"[29.561447, -98.591619]",0,0,1,0,0.0,3.0,"['Restaurant', 'Asian Restaurant', 'Mongolian Barbecue Restaurant']",2013-06-29 20:55:19,2013-06-29,Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
434,Woodhouse Fish Co.,"['1914 Fillmore St', 'San Francisco, CA 94115']",False,109878016111199852409,"[37.787475, -122.433431]",0,0,1,0,0.0,5.0,['Seafood Restaurant'],2011-11-30 20:11:19,2011-11-30,Seafood Restaurant,True,,,,,[]
435,Hogfish Bar & Grill,"['6810 Front St', 'Stock Island, FL 33040']",False,106221122869305730002,"[24.566207, -81.733116]",0,0,1,0,0.0,5.0,"['Seafood Restaurant', 'Bar & Grill']",2012-07-23 04:12:28,2012-07-22,Seafood Restaurant,True,,,,,[]
436,Domino's Pizza,"['25 Jackson Industrial Dr #4', 'Ann Arbor, MI 48103']",False,109149414603647257425,"[42.288503, -83.843823]",0,0,0,1,0.0,5.0,"['Pizza Takeout', 'Delivery Restaurant']",2012-10-10 12:57:56,2012-10-10,Pizza Takeout,True,,,,,[]
437,Pizza Hut,"['4501 SE Lee Blvd', 'Lawton, OK 73501']",False,118105095769202064335,"[34.594097, -98.33465]",0,0,0,1,0.0,3.0,"['Pizza Restaurant', 'European Restaurant']",2012-07-22 22:06:43,2012-07-22,Pizza Restaurant,True,,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
438,The Bountiful Cow,"['51 Eagle St', 'London WC1R 4AP', 'United Kingdom']",False,109969723725864730499,"[51.518654, -0.118336]",0,0,0,1,0.0,5.0,"['Steak House', 'Fast Food Restaurant', 'Hamburger Restaurant']",2012-03-09 00:00:00,2012-03-08,Steak House,True,,,,,[]
439,McDonald's,"['725 W Golf Rd', 'Des Plaines, IL 60016']",False,113950228736119975100,"[42.047321, -87.937702]",0,0,0,1,0.0,5.0,"['Fast Food Restaurant', 'Hamburger Restaurant']",2013-12-03 22:45:31,2013-12-03,Fast Food Restaurant,True,"An absolute tip. Small hotel 6 rooms discovered by chance. Everything is clean and the staff is very accommodating. The rooms are great, WiFi and a modern TV are part of the program here. The kitchen in the house deserves high praise; very tasty dishes are prepared here. So whenever I'm nearby, I'm always happy.",1.0,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.9517}","['chance.', 'clean', 'great,', 'praise;', 'prepared', 'happy.']",[]
440,Mayflower Seafood Restaurant,"['1493 U.S. 29', 'Concord, NC 28025']",False,111317299964746304697,"[35.438878, -80.607253]",0,0,1,0,0.0,4.0,['Seafood Restaurant'],2008-08-14 23:29:38,2008-08-14,Seafood Restaurant,True,,,,,[]
441,La Paz Cafe Inc,"['514 Center St', 'El Segundo, CA 90245']",False,104402119931066023096,"[33.922727, -118.404423]",0,0,0,1,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant']",2012-04-07 21:37:40,2012-04-07,Mexican Restaurant,True,,,,,[]
442,McDonald's,"['84 Avenue des Champs-Élysées', '75008 Paris', 'France']",False,117086995605357599489,"[48.871318, 2.303883]",0,0,0,1,0.0,4.0,['Fast Food Restaurant'],2013-05-05 11:28:36,2013-05-05,Fast Food Restaurant,True,"Festive Cup Coffee is THE place to go for coffee in Highlands Ranch!  It is a cozy, warm, and peaceful atmosphere, with awesome coffee.  This is the perfect place to meet a friend to catch up, or to work on your laptop.  (lots of outlets!)  The ICING on top of the cake is the gifts and collectibles that they offer.  Amazing!  I am so glad I found this locally owned business - I look forward to stopping in, grabbing a cup of coffee and getting some work done!!!",3.0,"{'neg': 0.015, 'neu': 0.713, 'pos': 0.272, 'compound': 0.982}","['Festive', 'warm,', 'peaceful', 'awesome', 'perfect', 'friend', 'top', 'Amazing!', 'glad', 'stopping']",[]
443,Hof's Hut Restaurant & Bakery,"['2147 N Bellflower Blvd', 'Long Beach, CA 90815']",False,116028258234789992449,"[33.795288, -118.125535]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Bakery', 'Hamburger Restaurant']",2013-04-12 01:33:51,2013-04-11,American Restaurant,True,Service is really good which complements the quality of food. The taste of the ribs is a must try. Will come here anytime.,4.0,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4927}",['good'],[]
444,Bodegón Alejandro,"['Calle de Fermín Calbetón, 4, 20003 Donostia-San Sebastián, Guipúzcoa', 'Spain']",False,117245765392016785539,"[43.323551, -1.983353]",0,0,1,0,0.0,4.0,['Restaurant'],2013-10-20 07:02:17,2013-10-20,Restaurant,True,,,,,[]
445,Naples Rib Company,"['5800 E 2nd St', 'Long Beach, CA 90803']",False,110520954941679049745,"[33.756283, -118.120817]",0,0,1,0,0.0,5.0,['Barbecue Restaurant'],2013-05-10 01:40:05,2013-05-09,Barbecue Restaurant,True,Came to NYC for my daughters birthday went to dinner here it was 8 of us had the steak and lobster which was great had a great time,4.0,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.8481}","['great', 'great']",[]
446,Cedar Reef Fish Camp,"['4167 S Tamiami Trail', 'Venice, FL 34293']",False,103488133177555061877,"[27.051032, -82.39466]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Wine Bar', 'Oyster Bar Restaurant']",2011-09-15 17:39:37,2011-09-15,American Restaurant,True,,,,,[]
447,The Original Hot Dog Shop,"['3901 Forbes Ave', 'Pittsburgh, PA 15213']",False,118337124749521470007,"[40.442153, -79.95644]",0,0,0,1,0.0,3.0,"['Restaurant', 'American Restaurant', 'Hot Dog Restaurant']",2013-01-26 00:24:06,2013-01-25,Restaurant,True,,,,,[]
448,Masala Zone Soho,"['9 Marshall St', 'London W1F 7ER', 'United Kingdom']",False,102905048970709630757,"[51.513404, -0.137875]",0,0,0,1,0.0,3.0,"['Indian Restaurant', 'Indian Takeaway']",2012-05-14 17:48:36,2012-05-14,Indian Restaurant,True,This is my families favorite place to dine the food is delish and the service is always awesome.,2.0,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.7964}","['favorite', 'awesome.']",[]
449,Jason's deli,"['1600 E Woodlawn Rd #200', 'Charlotte, NC 28209']",False,102395497522475822884,"[35.171668, -80.849264]",0,0,0,1,0.0,5.0,"['Restaurant', 'Deli', 'Fast Food Restaurant']",2008-04-01 16:14:51,2008-04-01,Restaurant,True,,,,,[]
450,Outback Steakhouse,"['11875 Gateway Blvd W', 'El Paso, Texas 79936']",False,115988750946281509185,"[31.725977, -106.309226]",0,0,1,0,0.0,4.0,"['Steak House', 'Bar']",2013-08-25 16:36:39,2013-08-25,Steak House,True,,,,,[]
451,Rocking V Cafe,"['97 W Center St', 'Kanab, UT 84741']",False,115412795237864531424,"[37.047998, -112.530493]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Art Gallery']",2011-08-08 06:21:08,2011-08-07,American Restaurant,True,They have worked miracles for me trying to cater to that big-azz agency upstairs on a moment's notice.  Love love love them.,1.0,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.9274}","['Love', 'love', 'love']",[]
452,Ruiz,"['901 N Hwy 67', 'Florissant, MO 63031']",False,113624144608764508129,"[38.800387, -90.330802]",0,0,0,1,0.0,5.0,"['Mexican Restaurant', 'Latin American Restaurant', 'Family Restaurant']",2013-03-18 03:45:46,2013-03-17,Mexican Restaurant,True,,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
453,Santouka Ramen Torrance,"['21515 S Western Ave', 'Torrance, CA 90501']",False,105487068964274027399,"[33.833693, -118.310003]",0,0,0,1,0.0,5.0,"['Japanese Restaurant', 'Asian Restaurant', 'Ramen Restaurant']",2013-11-07 06:47:18,2013-11-06,Japanese Restaurant,True,,,,,[]
454,Le Train Bleu,"['Gare de Lyon', 'Place Louis Armand', '75012 Paris, France']",False,112357918821639530187,"[48.844732, 2.373798]",1,0,0,0,0.0,5.0,"['French Restaurant', 'Bar']",2013-05-05 11:22:17,2013-05-05,French Restaurant,True,,2.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
455,Firefly Urban Bar and Grill,"['7754 Harwood Ave', 'Wauwatosa, WI 53213']",False,103759005313085505754,"[43.048741, -88.009582]",0,0,1,0,0.0,5.0,"['Bar & Grill', 'American Restaurant']",2012-12-31 15:24:41,2012-12-31,Bar & Grill,True,,,,,[]
456,Dishdash,"['190 S Murphy Ave', 'Sunnyvale, CA 94086']",False,116343726288101618746,"[37.376215, -122.030151]",0,0,1,0,0.0,4.0,"['Middle Eastern Restaurant', 'Mediterranean Restaurant']",2013-11-21 23:01:31,2013-11-21,Middle Eastern Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
457,Boston Beer Works,"['61 Brookline Ave', 'Boston, MA 02215']",False,101801714298344127620,"[42.346994, -71.098804]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Brewpub']",2004-11-08 00:00:00,2004-11-07,American Restaurant,True,,,,,[]
458,Thai Peacock Restaurant,"['219 SW 9th Ave', 'Portland, OR 97205']",False,100093074111368175433,"[45.522675, -122.68022]",0,0,1,0,0.0,4.0,"['Thai Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2013-09-08 19:25:52,2013-09-08,Thai Restaurant,True,,,,,[]
459,Brixx Wood Fired Pizza,"['16915 Birkdale Commons Pkwy', 'Huntersville, NC 28078']",False,104182904126445553310,"[35.446119, -80.879244]",0,0,1,0,0.0,5.0,"['European Restaurant', 'Italian Restaurant', 'Pizza Restaurant']",2012-12-10 01:59:15,2012-12-09,European Restaurant,True,"Best damn dive bar in all the land!  Also, servers top notch!",3.0,"{'neg': 0.148, 'neu': 0.492, 'pos': 0.36, 'compound': 0.5972}","['Best', 'damn', 'top']",[]
460,Lorenzo's Pizzeria,"['16721 Orchard Stone Run', 'Charlotte, NC 28277']",False,111885094429907433456,"[35.026249, -80.839535]",0,0,1,0,0.0,5.0,"['Pizza Restaurant', 'Italian Restaurant']",2009-08-27 16:00:14,2009-08-27,Pizza Restaurant,True,"Very average food, and really slow service - at a time of day when only 6 tables were occupied (and there's 4 waitresses). The staff looked really unhappy - and spoke little  english. Avoidable!",1.0,"{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.5244}",['unhappy'],[]
461,Flat Iron,"['17 Beak St', 'London W1F 9RW', 'United Kingdom']",False,106576726578269057976,"[51.51211, -0.138417]",0,0,0,1,0.0,4.0,['Steak House'],2013-08-28 11:55:01,2013-08-28,Steak House,True,,,,,[]
462,Carlo's Pizza House,"['13230 Woodruff Ave', 'Downey, CA 90242']",False,106910976831931950624,"[33.910707, -118.11643]",0,0,1,0,0.0,4.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2010-12-23 20:42:19,2010-12-23,Pizza Restaurant,True,"Genuinely the best restaurant in London. Everything is perfect. I don't know what the 1 star reviews are on about, yes the portions are small, this is how Japanese food is done. The range is incredible, I've been dozens of times and still haven't exhausted the menu. The quality is beyond belief, you will be left wanting to come again and again to try the unique items on offer. 50% off mains with a tastecard (confirmed Jan 2012) It's healthy, it's leisurely, it's different, it's delicious.",1.0,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.959}","['best', 'perfect.', 'yes', 'exhausted', 'healthy,', 'delicious.']",[]
463,Assaggio,"['29 Prince St', 'Boston, MA 02113']",False,111311968201360387113,"[42.364569, -71.054231]",0,0,1,0,0.0,4.0,"['Italian Restaurant', 'European Restaurant', 'Fine Dining Restaurant']",2004-11-05 00:00:00,2004-11-04,Italian Restaurant,True,,,,,[]
464,Serpico's Restaurant,"['7 Aewa Pl', 'Makawao, HI 96768']",False,113580409027055520537,"[20.835879, -156.336141]",0,0,1,0,0.0,5.0,"['Pizza Restaurant', 'European Restaurant', 'Italian Restaurant']",2012-07-13 09:19:57,2012-07-13,Pizza Restaurant,True,,,,,[]
465,Bunk Downtown,"['211 SW 6th Ave', 'Portland, OR 97204']",False,100277104730524565866,"[45.522112, -122.677186]",0,0,0,1,0.0,4.0,"['Restaurant', 'Caterer', 'Bar']",2013-08-21 19:50:25,2013-08-21,Restaurant,True,,,,,[]
466,Wagamama,"['4 Great St Thomas Apostle', 'Garlick hill', 'London EC4V 2BH, United Kingdom']",False,104368868893869529032,"[51.511796, -0.0933]",0,0,0,1,0.0,3.0,"['Asian Restaurant', 'Japanese Restaurant']",2012-01-10 18:05:18,2012-01-10,Asian Restaurant,True,"Great location, however real tired inside.  Needs major renovations to bring it to this century.  Felt like I was sitting on the set of a Miami Vice episode.  Oh, and no WiFi.  👎",0.0,"{'neg': 0.122, 'neu': 0.719, 'pos': 0.158, 'compound': 0.3612}","['Great', 'tired', 'like', 'no']",[]
467,BCD Tofu House,"['1607 W Sepulveda Blvd', 'Torrance, CA 90501']",False,101859461425306200350,"[33.816571, -118.306795]",0,0,0,1,0.0,4.0,"['Korean Restaurant', 'Asian Restaurant']",2012-08-16 02:05:22,2012-08-15,Korean Restaurant,True,We'll see how it is when I get home,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[]
468,Can Ramonet,"['Calle Maquinista, 17', '08003 Barcelona', 'Spain']",False,113083040532982775609,"[41.380808, 2.188932]",0,0,1,0,0.0,4.0,"['Catalonian Restaurant', 'European Restaurant', 'Spanish Restaurant']",2014-02-17 22:32:17,2014-02-17,Catalonian Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
469,Pho Pasteur,"['682 Washington St', 'Boston, MA 02111']",False,105460450918756157112,"[42.351481, -71.062738]",0,0,1,0,0.0,4.0,"['Vietnamese Restaurant', 'Asian Restaurant', 'Southeast Asian Restaurant']",2004-11-05 00:00:00,2004-11-04,Vietnamese Restaurant,True,,,,,[]
470,Gourmet Burger Kitchen - St Pauls,"['Condor House', ""St Paul's Churchyard"", 'London EC4M 8AL, United Kingdom']",False,113188141703259097738,"[51.513211, -0.099456]",0,0,0,1,0.0,3.0,"['American Restaurant', 'Fast Food Restaurant', 'Hamburger Restaurant']",2012-01-04 12:35:25,2012-01-04,American Restaurant,True,,,,,[]
471,Langan's Bar & Restaurant,"['150 W 47th St', 'New York, NY 10036']",False,109094227005319150533,"[40.758812, -73.983864]",0,0,1,0,0.0,4.0,['Irish Pub'],2013-07-17 08:46:45,2013-07-17,Irish Pub,True,,,,,[]
472,Green Ant Cantina,"['183 Bunda St', 'Parramatta Park QLD 4870', 'Australia']",False,101065115464844814383,"[-16.926058, 145.770844]",0,0,1,0,0.0,5.0,['Restaurant'],2014-02-01 11:19:02,2014-02-01,Restaurant,True,,,,,[]
473,Rusty Rudder,"['20210 Henderson Rd #101', 'Cornelius, NC 28031']",False,113146355621836006541,"[35.487246, -80.888424]",0,0,0,1,0.0,4.0,"['Restaurant', 'Bar', 'Live Music Venue']",2012-05-01 14:20:07,2012-05-01,Restaurant,True,Best gluten free food around!!!!,1.0,"{'neg': 0.0, 'neu': 0.257, 'pos': 0.743, 'compound': 0.8647}","['Best', 'free']",[]
474,Pu Yi Chinese Restaurant,"['10169 University Blvd', 'Orlando, FL 32817']",False,105137834829123109794,"[28.59787, -81.242388]",0,0,1,0,0.0,5.0,"['Restaurant', 'Asian Restaurant', 'Chinese Restaurant']",2012-07-24 03:56:22,2012-07-23,Restaurant,True,,,,,[]
475,La Paella Restaurant,"['476 S San Vicente Blvd', 'Beverly Hills, CA 90048']",False,107935315651361385613,"[34.06937, -118.374918]",0,0,1,0,0.0,5.0,"['Spanish Restaurant', 'European Restaurant', 'Wine Bar']",2013-01-18 04:06:35,2013-01-17,Spanish Restaurant,True,,0.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
476,Red Lobster,"['1860 Joe Battle Blvd', 'El Paso, TX 79936']",False,114158733002950173730,"[31.757046, -106.26697]",0,0,0,1,0.0,5.0,['Seafood Restaurant'],2013-12-08 13:54:47,2013-12-08,Seafood Restaurant,True,,,,,[]
477,Sonic Drive-In,"['6206 E Broad St', 'Columbus, OH 43213']",False,108365804764653078337,"[39.980705, -82.836013]",0,0,0,1,0.0,4.0,['Takeout Restaurant'],2012-08-05 14:41:05,2012-08-05,Takeout Restaurant,True,"Service at Kai is a bit tardy, but the food makes up for it! The roast duck was like none I've had before in London, the wasabi prawns had just the right amount of wasabi and the slow-cooked Egg with black truffle was cooked to perfection. The highlight of our meal though was ""cài with 3 chillies"" - a vegetarian(!) main our waiter recommended - triple fried tofu that was just out of this world.  Eating at Kai is likely to dent your wallet quite a bit - but it's well worth it. Very upmarket, very sophisticated and well deserving of it's Michelin star. The one thing this place lacks is a decent cocktail list - but the wine list is a-OK.",1.0,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.9817}","['like', 'perfection.', 'highlight', 'recommended', 'well', 'worth', 'sophisticated', 'well']",['worth']
478,Cha Cha Moon,"['15-21 Ganton St', 'London W1F 9BN', 'United Kingdom']",False,103045965449308005064,"[51.512755, -0.138877]",0,0,0,1,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant']",2012-03-06 00:00:00,2012-03-05,Chinese Restaurant,True,We recently had our daughters family-style graduation dinner at Brengman's.  The food was plentiful and delicious and the wait staff was attentive without being intrusive.  The many little ones in our group had a blast playing in the game area which allowed the adults to enjoy a leisurely evening out.  We look forward to booking future get-togethers at this restaurant.,2.0,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.8271}","['delicious', 'playing', 'enjoy']",[]
479,Hunam Chinese Restaurant,"['790 Martin Luther King Jr Blvd', 'Chapel Hill, NC 27514']",False,108990351945296314115,"[35.924785, -79.053776]",0,0,1,0,0.0,4.0,"['Chinese Restaurant', 'Asian Restaurant']",2013-09-14 22:28:08,2013-09-14,Chinese Restaurant,True,,,,,[]
480,Tokyo Hibachi,"['4645 Candlewood St', 'Lakewood, CA 90712']",False,101207605995993629639,"[33.854174, -118.138261]",0,0,1,0,0.0,4.0,"['Japanese Restaurant', 'Asian Restaurant', 'Sushi Restaurant']",2012-12-01 02:26:41,2012-11-30,Japanese Restaurant,True,Varied and surprisingly economical menu. Good atmosphere and they serve you very kindly. I recommend it.,1.0,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.8849}","['surprisingly', 'Good', 'kindly.', 'recommend']",['economical']
481,Lin's Wok,"['1044 Sagamore Pkwy W', 'West Lafayette, IN 47906']",False,104912548418763737470,"[40.454385, -86.918346]",0,0,1,0,0.0,5.0,"['Asian Restaurant', 'Chinese Restaurant']",2014-03-20 15:56:42,2014-03-20,Asian Restaurant,True,,,,,[]
482,OAK Long Bar + Kitchen,"['138 St James Ave', 'Boston, MA 02116']",False,100164031283477607760,"[42.349363, -71.076371]",0,0,1,0,0.0,5.0,"['American Restaurant', 'Bar']",2004-04-10 00:00:00,2004-04-09,American Restaurant,True,,,,,[]
483,Fire+ice,"['205 Berkeley St', 'Boston, MA 02116']",False,106890549222769841529,"[42.350598, -71.072584]",0,0,1,0,0.0,3.0,"['Eclectic Restaurant', 'American Restaurant']",2004-11-08 00:00:00,2004-11-07,Eclectic Restaurant,True,,,,,[]
484,Café Spice Namasté,"['16 Prescot St', 'London E1 8AZ', 'United Kingdom']",False,100205756290615311959,"[51.511645, -0.070603]",0,0,0,1,0.0,5.0,"['Indian Restaurant', 'South Asian Restaurant', 'Asian Restaurant']",2012-03-09 00:00:00,2012-03-08,Indian Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
485,Mc Donald's,"[""Zone d'Activités Économiques Champagne"", '07300 Tournon-sur-Rhône', 'France']",False,107096525747441932267,"[45.053636, 4.837079]",0,0,0,1,0.0,4.0,['Fast Food Restaurant'],2013-08-13 15:04:42,2013-08-13,Fast Food Restaurant,True,"The food is good. Make no mistake. But for the amount of money you spend at this place, you can have a much better breakfast at any other 5 star hotel in Tokyo.",2.0,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.7444}","['good.', 'no', 'mistake.', 'better']",['money']
486,Green Field Churrascaria,"['5305 Pacific Coast Hwy', 'Long Beach, CA 90804']",False,117027804265846671257,"[33.782016, -118.131492]",0,0,1,0,0.0,5.0,"['Brazilian Restaurant', 'Latin American Restaurant', 'South American Restaurant']",2012-08-16 02:02:04,2012-08-15,Brazilian Restaurant,True,Burnt pizza and long waiting times.,3.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],[]
487,Miz Zip's,"['2924 Historic Route 66', 'Flagstaff, AZ 86004']",False,117340224254947545038,"[35.210513, -111.606137]",0,0,1,0,0.0,2.0,['Restaurant'],2013-04-18 02:56:33,2013-04-17,Restaurant,True,,,,,[]
488,Hopworks Urban Brewery,"['2944 SE Powell Blvd', 'Portland, OR 97202']",False,117334544715461654733,"[45.496892, -122.634884]",0,0,1,0,0.0,5.0,"['Hamburger Restaurant', 'Fast Food Restaurant', 'Pizza Restaurant']",2012-08-16 21:40:39,2012-08-16,Hamburger Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
489,Blue Ribbon Barbeque,"['908 Massachusetts Ave', 'Arlington, MA 02476']",False,104794780509865466424,"[42.417689, -71.164879]",0,0,1,0,0.0,4.0,['Barbecue Restaurant'],2008-10-25 00:00:00,2008-10-24,Barbecue Restaurant,True,,,,,[]
490,Deluxe Town Diner,"['627 Mt Auburn St', 'Watertown, MA 02472']",False,116146293239840936707,"[42.370984, -71.158015]",0,0,1,0,0.0,4.0,"['Diner', 'American Restaurant', 'Breakfast Restaurant']",2011-04-09 00:00:00,2011-04-08,Diner,True,,,,,[]
491,Chocolat Restaurant Lounge,"['2217 Frederick Douglass Blvd', 'New York, NY 10030']",False,115339236138313643801,"[40.806898, -73.95382]",0,0,1,0,0.0,4.0,"['American Restaurant', 'Lounge']",2013-10-11 20:40:59,2013-10-11,American Restaurant,True,,,,,[]
492,East Coast Grill & Raw Bar,"['1271 Cambridge St', 'Cambridge, MA 02139']",False,103719424930124250525,"[42.373528, -71.098643]",0,0,1,0,0.0,4.0,"['Seafood Restaurant', 'Barbecue Restaurant', 'American Restaurant']",2004-11-05 00:00:00,2004-11-04,Seafood Restaurant,True,,,,,[]
493,Madhu's Ltd,"['39 S Rd', 'Southall UB1 1SW', 'United Kingdom']",False,103318493105802811778,"[51.509708, -0.376175]",0,0,0,1,0.0,2.0,"['Asian Restaurant', 'South Asian Restaurant', 'Indian Restaurant']",2012-01-05 17:23:47,2012-01-05,Asian Restaurant,True,Very good! I recommend,0.0,"{'neg': 0.0, 'neu': 0.242, 'pos': 0.758, 'compound': 0.739}","['good!', 'recommend']",[]
494,Skyland Family Restaurant,"['4544 South Blvd', 'Charlotte, NC 28209']",False,102915312043376275386,"[35.178904, -80.876824]",0,0,1,0,0.0,4.0,['Restaurant'],2008-04-01 16:09:28,2008-04-01,Restaurant,True,,,,,[]
495,Woody's Smoke Shack,"['2511 Cottage Grove Ave', 'Des Moines, IA 50311']",False,101165773773066448811,"[41.597468, -93.651487]",0,0,1,0,0.0,5.0,['Barbecue Restaurant'],2013-11-01 23:50:19,2013-11-01,Barbecue Restaurant,True,,1.0,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],[]
496,Wendy's,"['1792 S Creek One', 'Powhatan, VA 23139']",False,104485918485055687077,"[37.515018, -77.790601]",0,0,0,1,0.0,3.0,"['Fast Food Restaurant', 'Hamburger Restaurant', 'American Restaurant']",2013-11-16 19:45:06,2013-11-16,Fast Food Restaurant,True,,,,,[]
497,Brengman's Innland,"['67020 Gratiot Ave', 'Richmond, MI 48062']",False,107287485538783098992,"[42.795156, -82.735064]",0,0,1,0,0.0,5.0,['Restaurant'],2013-12-19 19:02:27,2013-12-19,Restaurant,True,,,,,[]
498,The Anthologist,"['58 Gresham St', 'London EC2V 7BB', 'United Kingdom']",False,114378527171856018047,"[51.514938, -0.091349]",0,0,0,1,0.0,5.0,['Gastropub'],2012-03-09 00:00:00,2012-03-08,Gastropub,True,,,,,[]
